CustomerID,Name,Age,Gender,Geography,Native_Place,Marital_Status,Tenure,Account_Type,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Monthly_Income,CreditScore,Loan_Status,EMI_Amount,Exited,Branch_Code,Account_Open_Date,Last_Transaction_Date,Customer_Review,Review_Sentiment,Sentiment_Score
CID047344,Amit Singh,57,Male,Tamil Nadu,Chennai,Divorced,7,Current,61328.31,1,1,0,716963.77,59746.98,588,Multiple,33818.7,1,BR047,2020-09-14,2024-06-29,Long waits ⏲️,Negative,0.6278406381607056
CID047345,Rohan Sharma,72,Other,Delhi,Ahmedabad,Married,15,Current,643978.0,3,1,1,340645.67,28387.14,358,Multiple,0.0,0,BR053,2012-10-06,2025-05-08,Great mobile app 🥰,Positive,0.9832854866981506
CID047346,Amit Verma,37,Male,West Bengal,Chennai,Single,19,Current,373136.33,1,0,1,1958961.12,163246.76,759,Multiple,98037.71,1,BR040,2023-03-30,2025-04-09,Excellent service! 😊,Positive,0.9848268032073975
CID047347,Rahul Verma,49,Female,Gujarat,Mumbai,Divorced,2,Savings,59434.35,1,1,0,906203.97,75517.0,734,Multiple,0.0,0,BR053,2023-08-19,2024-12-12,Excellent service! 😊,Positive,0.9848268032073975
CID047348,Ananya Sharma,24,Other,Karnataka,Hyderabad,Widowed,5,Senior Citizen,745901.17,4,1,1,847701.81,70641.82,629,Education,21017.28,0,BR099,2025-04-09,2025-02-20,No waiting time ⚡,Neutral,0.6319148540496826
CID047349,Amit Kumar,34,Female,Gujarat,Chennai,Single,6,Premium,843069.48,3,1,1,630312.31,52526.03,663,Multiple,0.0,0,BR011,2023-02-20,2024-11-23,Reasonable fees 💲,Neutral,0.7338849306106567
CID047350,Priya Gupta,66,Male,Delhi,Mumbai,Married,2,Savings,74451.02,4,1,0,520343.34,43361.94,368,Business,15290.51,1,BR094,2024-05-15,2025-02-10,Rude staff 😡,Negative,0.9344054460525513
CID047351,Priya Kumar,72,Other,Delhi,Pune,Widowed,6,Salary,132323.2,3,0,0,1050536.92,87544.74,616,Gold,13233.73,0,BR083,2020-07-12,2025-02-16,Professional staff 🌟,Positive,0.9108184576034546
CID047352,Priya Verma,22,Other,Maharashtra,Mumbai,Divorced,18,Joint,325455.29,4,0,0,1044942.71,87078.56,651,Multiple,0.0,0,BR059,2012-12-31,2024-05-31,Great mobile app 🥰,Positive,0.9832854866981506
CID047353,Rahul Verma,68,Other,Tamil Nadu,Bangalore,Widowed,14,NRI,449490.14,3,1,1,1232737.7,102728.14,564,Personal,21486.58,0,BR076,2013-03-28,2024-07-17,Great mobile app 🥰,Positive,0.9832854866981506
CID047354,Amit Rao,83,Male,Delhi,Chennai,Single,16,Student,308775.88,2,0,0,524169.81,43680.82,732,Business,15522.01,1,BR096,2018-03-12,2024-08-13,Average experience 😐,Neutral,0.6517417430877686
CID047355,Rahul Iyer,40,Other,Tamil Nadu,Ahmedabad,Divorced,8,Premium,991396.1,2,1,1,611246.15,50937.18,832,Gold,5970.08,0,BR094,2024-04-06,2025-01-10,Very satisfied 👍,Positive,0.9811439514160156
CID047356,Sunita Rao,48,Female,Delhi,Jaipur,Divorced,10,Senior Citizen,995190.05,3,0,0,1919973.58,159997.8,421,Home,62181.76,1,BR007,2016-02-21,2025-01-01,Long waits ⏲️,Negative,0.6278406381607056
CID047357,Neha Rao,59,Female,Karnataka,Hyderabad,Divorced,16,Savings,573567.93,2,0,1,1075782.35,89648.53,469,Education,28501.13,0,BR095,2023-06-14,2024-08-12,Very satisfied 👍,Positive,0.9811439514160156
CID047358,Rohan Verma,36,Female,Delhi,Lucknow,Widowed,4,Joint,7463.32,2,1,0,709391.03,59115.92,830,Gold,10374.14,0,BR042,2023-01-06,2024-08-13,Very satisfied 👍,Positive,0.9811439514160156
CID047359,Rohan Kumar,50,Other,Maharashtra,Hyderabad,Single,3,Current,392157.69,2,0,1,1640475.27,136706.27,360,Gold,17694.75,0,BR044,2024-09-05,2024-08-18,Poor service 😠,Negative,0.9434412717819214
CID047360,Sunita Kumar,53,Female,Maharashtra,Jaipur,Married,8,Senior Citizen,243004.97,1,1,1,1748281.07,145690.09,638,Multiple,0.0,0,BR030,2020-04-26,2024-08-14,Staff is okay 👨‍💼,Positive,0.7161530256271362
CID047361,Ananya Iyer,60,Male,Uttar Pradesh,Delhi,Widowed,14,Savings,505813.93,1,1,0,958989.21,79915.77,501,Personal,18777.03,1,BR053,2018-12-16,2024-08-18,Rude staff 😡,Negative,0.9344054460525513
CID047362,Rahul Iyer,63,Other,Uttar Pradesh,Kolkata,Single,13,NRI,718903.31,4,1,0,1347079.06,112256.59,465,Auto,17052.08,0,BR047,2019-08-02,2024-08-30,App works fine 📱,Positive,0.8045811653137207
CID047363,Amit Kumar,72,Female,Uttar Pradesh,Hyderabad,Widowed,2,Student,791957.23,2,1,1,1847987.17,153998.93,873,Home,56327.23,0,BR069,2024-01-11,2025-05-12,Very satisfied 👍,Positive,0.9811439514160156
CID047364,Neha Kumar,25,Male,Telangana,Bangalore,Single,11,Current,940944.37,2,1,0,1065502.07,88791.84,595,Multiple,49839.73,1,BR094,2019-08-02,2025-04-06,Staff is okay 👨‍💼,Positive,0.7161530256271362
CID047365,Sunita Singh,66,Female,Telangana,Delhi,Widowed,1,Salary,11519.78,4,1,1,1611420.74,134285.06,315,Education,41304.05,0,BR035,2024-12-31,2025-04-27,Very satisfied 👍,Positive,0.9811439514160156
CID047366,Neha Verma,55,Male,Maharashtra,Mumbai,Married,16,Savings,322145.09,4,0,1,600808.13,50067.34,353,Multiple,0.0,0,BR062,2018-03-08,2024-07-28,Great mobile app 🥰,Positive,0.9832854866981506
CID047367,Rohan Singh,35,Female,Delhi,Hyderabad,Divorced,20,Student,843022.79,4,1,0,504280.98,42023.42,588,Auto,9370.99,1,BR001,2019-06-20,2025-01-23,Long waits ⏲️,Negative,0.6278406381607056
CID047368,Amit Rao,54,Female,Gujarat,Kolkata,Single,20,Joint,256094.18,3,1,0,735433.99,61286.17,733,Multiple,37848.04,1,BR088,2018-02-06,2025-04-28,Long waits ⏲️,Negative,0.6278406381607056
CID047369,Ananya Singh,36,Other,Telangana,Ahmedabad,Single,1,Premium,917750.26,4,1,0,413820.78,34485.07,551,Gold,4071.18,1,BR063,2024-12-14,2024-11-18,Professional staff 🌟,Positive,0.9108184576034546
CID047370,Amit Kumar,80,Other,West Bengal,Pune,Single,10,Savings,492122.45,2,0,0,1689966.07,140830.51,340,Education,47680.2,0,BR010,2024-07-09,2025-05-08,No waiting time ⚡,Neutral,0.6319148540496826
CID047371,Rahul Singh,30,Other,Delhi,Chennai,Single,13,Premium,532732.05,1,1,0,862718.25,71893.19,418,Home,28078.24,1,BR036,2018-03-15,2025-03-04,Rude staff 😡,Negative,0.9344054460525513
CID047372,Neha Gupta,21,Male,Rajasthan,Delhi,Widowed,5,Student,397713.83,2,1,0,1806956.52,150579.71,308,Personal,31000.2,0,BR056,2025-01-01,2024-07-12,Rude staff 😡,Negative,0.9344054460525513
CID047373,Rohan Gupta,47,Other,Rajasthan,Jaipur,Single,7,Student,956296.2,2,1,0,1711788.37,142649.03,655,Auto,28482.15,0,BR079,2022-10-06,2024-09-30,App works fine 📱,Positive,0.8045811653137207
CID047374,Rahul Verma,69,Other,Tamil Nadu,Lucknow,Widowed,13,Savings,775381.79,1,0,0,308414.96,25701.25,526,Personal,7500.67,1,BR059,2024-01-18,2025-02-23,Too many fees 💸,Negative,0.7381492853164673
CID047375,Ananya Gupta,23,Female,Tamil Nadu,Mumbai,Divorced,20,Senior Citizen,705635.72,2,1,0,874621.53,72885.13,469,Business,26906.84,1,BR040,2013-09-02,2025-01-26,Long waits ⏲️,Negative,0.6278406381607056
CID047376,Priya Verma,24,Male,Karnataka,Kolkata,Divorced,12,NRI,66857.86,2,1,0,1559523.12,129960.26,483,Multiple,73036.24,1,BR044,2023-03-17,2024-10-31,Long waits ⏲️,Negative,0.6278406381607056
CID047377,Sunita Iyer,46,Other,Delhi,Pune,Divorced,5,Salary,621898.61,4,1,1,321396.41,26783.03,613,Gold,3638.15,0,BR028,2023-05-12,2025-01-12,Too many fees 💸,Negative,0.7381492853164673
CID047378,Rohan Gupta,45,Female,Gujarat,Lucknow,Married,15,Senior Citizen,333628.35,3,1,0,261879.6,21823.3,635,Business,7860.64,1,BR016,2012-12-29,2025-01-21,App works fine 📱,Positive,0.8045811653137207
CID047379,Rohan Iyer,23,Female,Uttar Pradesh,Lucknow,Widowed,11,Joint,67395.18,4,1,0,231689.63,19307.47,669,Personal,4077.92,1,BR065,2015-01-18,2025-05-07,Too many fees 💸,Negative,0.7381492853164673
CID047380,Amit Singh,78,Male,West Bengal,Mumbai,Married,16,Savings,929828.89,1,1,0,1173963.45,97830.29,639,Auto,21997.64,1,BR098,2011-04-05,2024-10-03,Rude staff 😡,Negative,0.9344054460525513
CID047381,Sunita Gupta,74,Female,West Bengal,Bangalore,Divorced,0,Senior Citizen,820546.23,3,1,1,812006.73,67667.23,534,Multiple,38267.02,1,BR091,2025-04-21,2024-07-29,App crashes 📵,Negative,0.9142545461654663
CID047382,Rahul Singh,27,Male,West Bengal,Jaipur,Widowed,12,Senior Citizen,740865.13,2,0,1,425658.83,35471.57,379,Personal,9468.16,0,BR061,2015-02-11,2024-12-13,App crashes 📵,Negative,0.9142545461654663
CID047383,Priya Gupta,20,Male,Karnataka,Chennai,Married,9,Premium,858989.32,3,0,0,1743120.04,145260.0,575,Education,39963.25,1,BR091,2016-11-07,2024-07-07,Rude staff 😡,Negative,0.9344054460525513
CID047384,Neha Gupta,25,Female,Tamil Nadu,Pune,Divorced,8,Savings,728306.03,2,0,1,1180189.37,98349.11,370,Business,39049.6,0,BR058,2019-05-01,2024-09-19,Professional staff 🌟,Positive,0.9108184576034546
CID047385,Priya Singh,19,Female,Karnataka,Bangalore,Divorced,19,Salary,182457.66,3,1,0,1998690.99,166557.58,336,Home,69134.26,1,BR010,2018-11-14,2024-06-21,App crashes 📵,Negative,0.9142545461654663
CID047386,Rohan Rao,55,Female,Gujarat,Delhi,Single,5,Senior Citizen,349884.49,2,1,0,1611005.61,134250.47,732,Auto,20713.81,0,BR073,2021-12-20,2025-01-02,Reasonable fees 💲,Neutral,0.7338849306106567
CID047387,Rohan Singh,39,Other,Karnataka,Jaipur,Widowed,19,Senior Citizen,850041.57,4,1,1,1333278.91,111106.58,424,Multiple,0.0,0,BR061,2014-11-17,2024-12-23,Excellent service! 😊,Positive,0.9848268032073975
CID047388,Rohan Kumar,77,Male,West Bengal,Pune,Widowed,14,Premium,984629.76,3,1,0,952083.55,79340.3,787,Multiple,0.0,0,BR097,2024-08-20,2025-04-19,Staff is okay 👨‍💼,Positive,0.7161530256271362
CID047389,Amit Gupta,58,Female,Rajasthan,Mumbai,Married,1,Current,818161.02,3,0,1,1185225.36,98768.78,718,Multiple,59201.14,1,BR059,2024-09-05,2024-06-26,Poor service 😠,Negative,0.9434412717819214
CID047390,Amit Sharma,55,Male,Delhi,Hyderabad,Married,5,Savings,50095.38,4,1,1,1698739.19,141561.6,406,Home,56796.4,0,BR050,2023-07-13,2025-02-25,Great mobile app 🥰,Positive,0.9832854866981506
CID047391,Amit Gupta,85,Male,Maharashtra,Pune,Single,18,Senior Citizen,307306.22,1,0,0,930025.3,77502.11,682,Gold,10783.55,1,BR045,2009-11-25,2025-02-07,App crashes 📵,Negative,0.9142545461654663
CID047392,Sunita Rao,41,Other,Delhi,Chennai,Married,1,NRI,702822.43,2,0,1,1947722.41,162310.2,835,Home,60528.2,0,BR096,2024-11-25,2024-11-22,Very satisfied 👍,Positive,0.9811439514160156
CID047393,Priya Singh,21,Female,Karnataka,Bangalore,Married,0,NRI,521796.46,4,0,1,299040.69,24920.06,347,Auto,5743.43,0,BR084,2025-04-21,2024-11-08,App crashes 📵,Negative,0.9142545461654663
CID047394,Neha Gupta,33,Male,Uttar Pradesh,Hyderabad,Married,13,Premium,377222.71,1,0,1,1048844.22,87403.68,346,Gold,15350.96,0,BR010,2014-11-29,2024-09-23,Very satisfied 👍,Positive,0.9811439514160156
CID047395,Amit Verma,38,Male,Tamil Nadu,Delhi,Married,7,Joint,719410.13,1,1,0,1902363.17,158530.26,578,Auto,39192.7,1,BR058,2023-07-04,2024-12-29,Too many fees 💸,Negative,0.7381492853164673
CID047396,Neha Iyer,58,Other,Uttar Pradesh,Pune,Widowed,1,Current,771976.3,2,1,0,1113631.61,92802.63,644,Home,34804.6,0,BR044,2024-09-02,2024-11-02,Rude staff 😡,Negative,0.9344054460525513
CID047397,Rahul Rao,56,Male,Rajasthan,Pune,Widowed,16,Savings,800405.43,3,0,1,709608.72,59134.06,831,Home,24986.52,1,BR005,2021-10-26,2025-03-11,Long wait ⏱️,Negative,0.7351260185241699
CID047398,Neha Singh,56,Female,Karnataka,Mumbai,Divorced,7,Savings,741062.57,1,0,1,1932270.69,161022.56,570,Multiple,0.0,0,BR020,2024-10-21,2024-07-25,Poor service 😠,Negative,0.9434412717819214
CID047399,Amit Kumar,25,Other,West Bengal,Chennai,Single,15,Savings,918174.65,3,1,0,674199.0,56183.25,806,Multiple,0.0,0,BR007,2011-11-18,2024-05-24,No waiting time ⚡,Neutral,0.6319148540496826
CID047400,Rohan Singh,39,Other,Rajasthan,Lucknow,Widowed,5,Savings,376535.58,4,1,0,631781.07,52648.42,560,Auto,12870.17,1,BR033,2025-01-30,2024-10-29,Rude staff 😡,Negative,0.9344054460525513
CID047401,Ananya Sharma,51,Other,Uttar Pradesh,Mumbai,Married,7,Savings,469433.02,2,0,0,1371866.08,114322.17,682,Education,31773.95,1,BR085,2022-06-15,2024-06-29,App crashes 📵,Negative,0.9142545461654663
CID047402,Ananya Gupta,20,Male,Telangana,Pune,Single,6,Savings,675162.32,1,0,1,1385568.15,115464.01,490,Auto,23040.29,0,BR021,2023-02-02,2024-12-17,Professional staff 🌟,Positive,0.9108184576034546
CID047403,Ananya Kumar,67,Male,Uttar Pradesh,Delhi,Widowed,4,Joint,927364.27,1,1,1,319506.06,26625.51,738,Education,8566.41,0,BR007,2022-08-06,2024-12-10,Great mobile app 🥰,Positive,0.9832854866981506
CID047404,Sunita Singh,66,Female,Tamil Nadu,Mumbai,Married,9,Senior Citizen,132812.45,2,0,1,1346113.72,112176.14,547,Personal,31748.95,0,BR024,2024-02-29,2025-01-25,Professional staff 🌟,Positive,0.9108184576034546
CID047405,Ananya Sharma,30,Male,Rajasthan,Kolkata,Single,14,Savings,10202.74,4,0,1,772264.19,64355.35,306,Multiple,40472.52,0,BR050,2012-05-22,2024-08-31,Great mobile app 🥰,Positive,0.9832854866981506
CID047406,Rohan Verma,46,Female,Maharashtra,Jaipur,Divorced,13,Joint,712431.48,4,1,0,1164605.37,97050.45,885,Home,39405.69,1,BR065,2022-08-08,2024-09-03,App crashes 📵,Negative,0.9142545461654663
CID047407,Rahul Verma,61,Male,Uttar Pradesh,Jaipur,Single,15,Senior Citizen,803075.81,2,0,0,1304111.3,108675.94,309,Home,43837.64,1,BR007,2019-07-13,2024-12-30,Great mobile app 🥰,Positive,0.9832854866981506
CID047408,Rahul Rao,77,Other,Maharashtra,Ahmedabad,Married,7,Joint,220894.4,3,1,1,1106726.96,92227.25,550,Multiple,0.0,0,BR077,2023-06-14,2025-05-02,Professional staff 🌟,Positive,0.9108184576034546
CID047409,Rahul Sharma,74,Other,Delhi,Bangalore,Widowed,18,Student,923540.56,2,1,0,852557.59,71046.47,642,Education,17993.15,0,BR022,2022-05-23,2024-10-14,Rude staff 😡,Negative,0.9344054460525513
CID047410,Ananya Verma,18,Male,Rajasthan,Lucknow,Widowed,15,Senior Citizen,824347.08,3,0,0,1449367.14,120780.59,389,Home,48768.43,1,BR063,2014-05-10,2024-12-20,Long waits ⏲️,Negative,0.6278406381607056
CID047411,Priya Gupta,85,Male,West Bengal,Mumbai,Married,18,Salary,717572.38,3,1,1,225192.84,18766.07,790,Auto,3954.19,0,BR018,2015-10-09,2024-10-28,Professional staff 🌟,Positive,0.9108184576034546
CID047412,Sunita Sharma,76,Female,Karnataka,Mumbai,Widowed,8,Joint,523680.98,4,0,1,719261.72,59938.48,694,Gold,6878.06,0,BR020,2018-12-18,2024-05-22,Very satisfied 👍,Positive,0.9811439514160156
CID047413,Ananya Verma,65,Other,Tamil Nadu,Kolkata,Married,12,Salary,843564.23,3,0,0,794160.37,66180.03,300,Gold,6631.31,0,BR039,2016-11-29,2025-02-05,Too many fees 💸,Negative,0.7381492853164673
CID047414,Ananya Kumar,57,Male,Rajasthan,Delhi,Divorced,13,Student,702796.3,1,1,0,1319467.16,109955.6,314,Home,40345.26,1,BR075,2014-03-30,2025-02-23,Poor service 😠,Negative,0.9434412717819214
CID047415,Priya Rao,52,Female,Tamil Nadu,Ahmedabad,Divorced,6,Savings,425645.15,1,0,0,1868061.8,155671.82,502,Gold,17057.32,0,BR034,2021-02-22,2025-02-05,No waiting time ⚡,Neutral,0.6319148540496826
CID047416,Priya Kumar,57,Female,Karnataka,Chennai,Married,1,Joint,811644.23,4,1,1,1881634.08,156802.84,436,Gold,20146.96,0,BR046,2024-08-13,2024-07-08,No waiting time ⚡,Neutral,0.6319148540496826
CID047417,Ananya Verma,37,Female,Gujarat,Mumbai,Widowed,19,Savings,611618.62,1,1,0,659189.05,54932.42,437,Multiple,32104.14,1,BR005,2024-04-06,2024-09-15,App crashes 📵,Negative,0.9142545461654663
CID047418,Rohan Singh,63,Male,Rajasthan,Bangalore,Divorced,6,Senior Citizen,149463.93,2,1,0,494459.69,41204.97,340,Home,14586.69,0,BR077,2023-04-28,2024-12-19,Staff is okay 👨‍💼,Positive,0.7161530256271362
CID047419,Amit Gupta,55,Female,Tamil Nadu,Delhi,Widowed,0,Joint,484419.25,3,0,1,1247229.67,103935.81,503,Education,32674.94,0,BR001,2025-04-21,2025-03-18,Very satisfied 👍,Positive,0.9811439514160156
CID047420,Sunita Iyer,64,Female,West Bengal,Pune,Divorced,2,NRI,59864.37,3,1,1,676190.08,56349.17,763,Multiple,0.0,0,BR076,2023-10-03,2024-08-17,Great mobile app 🥰,Positive,0.9832854866981506
CID047421,Amit Rao,36,Other,Telangana,Mumbai,Married,7,Premium,351739.07,3,0,0,814456.69,67871.39,548,Multiple,39316.04,1,BR098,2024-02-27,2024-08-14,App crashes 📵,Negative,0.9142545461654663
CID047422,Ananya Singh,45,Other,Delhi,Chennai,Widowed,2,Savings,990329.51,4,0,1,757327.54,63110.63,535,Business,27790.63,0,BR073,2024-08-18,2024-09-14,No waiting time ⚡,Neutral,0.6319148540496826
CID047423,Rohan Verma,21,Male,Rajasthan,Kolkata,Divorced,17,Savings,568590.32,4,1,1,1960484.86,163373.74,345,Business,66831.59,0,BR031,2016-03-11,2024-09-07,No waiting time ⚡,Neutral,0.6319148540496826
CID047424,Rahul Iyer,73,Other,Maharashtra,Kolkata,Widowed,20,Current,36588.39,2,1,0,1843958.52,153663.21,651,Gold,16612.17,0,BR059,2020-03-21,2025-02-07,Very satisfied 👍,Positive,0.9811439514160156
CID047425,Ananya Kumar,39,Male,Maharashtra,Lucknow,Widowed,0,Senior Citizen,179899.72,2,0,0,822720.1,68560.01,548,Multiple,0.0,0,BR021,2025-04-21,2025-01-29,Rude staff 😡,Negative,0.9344054460525513
CID047426,Rahul Rao,32,Female,Rajasthan,Ahmedabad,Married,7,Student,54160.86,4,0,1,604084.02,50340.33,882,Multiple,0.0,0,BR084,2019-03-12,2024-07-29,Great mobile app 🥰,Positive,0.9832854866981506
CID047427,Priya Rao,82,Other,Gujarat,Kolkata,Married,1,Premium,14632.18,1,1,0,355318.81,29609.9,877,Multiple,18812.07,1,BR029,2025-03-17,2025-01-16,Poor service 😠,Negative,0.9434412717819214
CID047428,Rohan Sharma,24,Male,Telangana,Delhi,Married,3,NRI,619890.27,1,0,1,518945.82,43245.49,603,Gold,7771.81,0,BR095,2024-07-14,2024-05-22,Long waits ⏲️,Negative,0.6278406381607056
CID047429,Amit Sharma,50,Female,Rajasthan,Jaipur,Divorced,12,Savings,400226.7,3,1,1,380218.16,31684.85,750,Gold,4068.13,0,BR086,2016-04-22,2025-01-30,App works fine 📱,Positive,0.8045811653137207
CID047430,Rohan Verma,20,Male,Telangana,Hyderabad,Divorced,8,Premium,332927.54,3,1,1,1945148.65,162095.72,657,Auto,39307.18,0,BR019,2025-03-05,2024-10-29,Long wait ⏱️,Negative,0.7351260185241699
CID047431,Rahul Singh,26,Male,Delhi,Lucknow,Widowed,5,Premium,526010.78,3,1,0,797845.2,66487.1,861,Personal,18504.99,1,BR063,2022-09-19,2025-01-09,Poor service 😠,Negative,0.9434412717819214
CID047432,Amit Singh,82,Male,Telangana,Pune,Married,1,Savings,337202.41,1,0,0,1155730.6,96310.88,795,Gold,13590.81,0,BR007,2024-12-13,2024-11-27,No waiting time ⚡,Neutral,0.6319148540496826
CID047433,Sunita Singh,84,Female,Tamil Nadu,Hyderabad,Divorced,20,Savings,949502.82,2,0,1,1226296.99,102191.42,682,Gold,16618.94,0,BR020,2021-09-20,2024-09-15,Very satisfied 👍,Positive,0.9811439514160156
CID047434,Sunita Verma,53,Male,Maharashtra,Delhi,Married,14,Joint,470746.34,2,1,1,600834.53,50069.54,593,Auto,7856.08,0,BR043,2018-12-06,2025-03-24,Rude staff 😡,Negative,0.9344054460525513
CID047435,Priya Kumar,80,Other,Karnataka,Bangalore,Widowed,12,Current,910063.46,2,1,1,1979214.65,164934.55,446,Gold,17059.54,0,BR095,2020-02-03,2024-07-20,No waiting time ⚡,Neutral,0.6319148540496826
CID047436,Ananya Iyer,47,Female,Tamil Nadu,Mumbai,Single,7,Joint,335241.93,1,1,1,1836579.66,153048.3,356,Personal,32248.16,0,BR003,2021-03-06,2024-06-23,No waiting time ⚡,Neutral,0.6319148540496826
CID047437,Amit Sharma,79,Male,Rajasthan,Lucknow,Married,1,Premium,321698.53,4,1,1,247208.16,20600.68,874,Education,6152.56,0,BR044,2025-02-09,2024-12-11,Rude staff 😡,Negative,0.9344054460525513
CID047438,Rahul Sharma,80,Other,Gujarat,Hyderabad,Widowed,7,Salary,383201.84,4,0,0,1754269.2,146189.1,575,Auto,26648.34,1,BR084,2021-03-24,2024-06-02,Too many fees 💸,Negative,0.7381492853164673
CID047439,Priya Gupta,81,Other,Karnataka,Hyderabad,Divorced,6,Student,517501.83,4,1,0,1448612.84,120717.74,753,Gold,22054.32,1,BR088,2022-11-13,2024-07-19,App crashes 📵,Negative,0.9142545461654663
CID047440,Ananya Singh,23,Other,Karnataka,Delhi,Divorced,1,Joint,152597.23,4,1,0,1164996.26,97083.02,663,Multiple,0.0,1,BR025,2024-11-03,2024-12-31,App crashes 📵,Negative,0.9142545461654663
CID047441,Priya Verma,78,Female,Tamil Nadu,Bangalore,Single,19,Premium,953284.81,3,1,1,692446.51,57703.88,485,Education,17911.28,0,BR099,2019-10-07,2025-01-25,No waiting time ⚡,Neutral,0.6319148540496826
CID047442,Neha Rao,85,Male,Telangana,Hyderabad,Divorced,7,Senior Citizen,505473.27,3,0,0,282217.98,23518.16,391,Education,6363.82,1,BR050,2021-02-05,2024-09-28,Long waits ⏲️,Negative,0.6278406381607056
CID047443,Ananya Gupta,30,Other,Maharashtra,Pune,Single,5,Premium,75315.75,2,0,1,1127440.6,93953.38,584,Gold,9553.5,0,BR022,2021-01-07,2024-10-02,Professional staff 🌟,Positive,0.9108184576034546
CID047444,Ananya Rao,61,Female,Uttar Pradesh,Bangalore,Widowed,17,Savings,13805.01,4,0,1,653656.28,54471.36,400,Gold,7263.09,0,BR034,2018-07-13,2024-09-10,Long wait ⏱️,Negative,0.7351260185241699
CID047445,Priya Gupta,42,Other,Karnataka,Pune,Single,18,Current,478684.0,4,0,0,1297575.26,108131.27,827,Auto,16377.35,1,BR001,2014-08-05,2024-09-22,Too many fees 💸,Negative,0.7381492853164673
CID047446,Sunita Sharma,65,Other,Gujarat,Kolkata,Widowed,7,Savings,691884.93,1,1,0,1839728.36,153310.7,735,Multiple,98847.1,1,BR003,2020-03-13,2025-05-06,Rude staff 😡,Negative,0.9344054460525513
CID047447,Rohan Sharma,83,Other,Tamil Nadu,Mumbai,Divorced,15,Student,430752.25,4,1,0,1967930.18,163994.18,803,Auto,28743.35,1,BR009,2016-04-24,2024-09-27,Long waits ⏲️,Negative,0.6278406381607056
CID047448,Priya Verma,82,Female,Gujarat,Jaipur,Married,11,Savings,171181.18,2,1,0,1174963.57,97913.63,654,Multiple,0.0,1,BR065,2019-12-16,2025-04-18,Average experience 😐,Neutral,0.6517417430877686
CID047449,Rahul Gupta,72,Female,Delhi,Jaipur,Widowed,3,Salary,109189.86,4,1,0,1904549.32,158712.44,329,Business,60309.39,0,BR076,2022-09-21,2024-12-11,Professional staff 🌟,Positive,0.9108184576034546
CID047450,Rohan Verma,84,Female,Rajasthan,Kolkata,Widowed,15,Premium,845108.16,2,0,0,1976831.67,164735.97,896,Multiple,101033.58,1,BR093,2020-08-10,2025-03-04,Too many fees 💸,Negative,0.7381492853164673
CID047451,Ananya Kumar,79,Female,Telangana,Delhi,Single,18,Student,884312.84,2,0,1,205538.2,17128.18,751,Education,4353.78,0,BR027,2020-06-24,2024-07-03,Very satisfied 👍,Positive,0.9811439514160156
CID047452,Neha Rao,31,Male,Delhi,Chennai,Widowed,3,NRI,179608.67,1,0,0,459829.68,38319.14,577,Business,14050.02,0,BR072,2022-08-07,2024-07-31,No waiting time ⚡,Neutral,0.6319148540496826
CID047453,Priya Gupta,55,Other,Maharashtra,Kolkata,Married,4,Current,23613.66,3,0,1,1638294.98,136524.58,656,Business,54117.69,0,BR056,2021-10-09,2025-01-24,Professional staff 🌟,Positive,0.9108184576034546
CID047454,Sunita Gupta,39,Female,Maharashtra,Bangalore,Married,17,Joint,930777.74,2,0,1,489651.08,40804.26,425,Auto,7351.76,0,BR067,2011-04-23,2025-05-14,Great mobile app 🥰,Positive,0.9832854866981506
CID047455,Neha Gupta,82,Other,Karnataka,Ahmedabad,Widowed,20,Student,943761.17,4,0,0,1562475.61,130206.3,650,Gold,24672.61,0,BR049,2017-02-24,2025-04-22,Great mobile app 🥰,Positive,0.9832854866981506
CID047456,Amit Sharma,30,Female,Uttar Pradesh,Delhi,Widowed,9,Premium,967485.06,1,1,1,1112766.08,92730.51,685,Multiple,0.0,0,BR099,2024-07-01,2024-12-24,Average experience 😐,Neutral,0.6517417430877686
CID047457,Priya Iyer,70,Male,Gujarat,Hyderabad,Widowed,9,Premium,793760.34,1,0,1,675692.43,56307.7,780,Home,22105.82,0,BR060,2021-03-29,2025-03-17,Too many fees 💸,Negative,0.7381492853164673
CID047458,Neha Gupta,77,Male,Rajasthan,Jaipur,Single,9,NRI,342131.19,3,1,1,1909687.6,159140.63,398,Education,45904.02,0,BR025,2017-03-14,2024-09-19,App works fine 📱,Positive,0.8045811653137207
CID047459,Priya Sharma,41,Male,Tamil Nadu,Chennai,Single,20,Current,579169.15,1,1,0,1886492.5,157207.71,444,Home,69341.18,1,BR057,2011-01-10,2024-11-16,Rude staff 😡,Negative,0.9344054460525513
CID047460,Sunita Gupta,28,Male,Delhi,Pune,Divorced,5,Joint,769435.04,2,1,1,1970992.71,164249.39,695,Home,67113.58,0,BR017,2022-10-08,2024-10-31,Excellent service! 😊,Positive,0.9848268032073975
CID047461,Sunita Gupta,74,Male,Tamil Nadu,Pune,Married,9,Salary,610816.54,3,1,0,263210.8,21934.23,705,Multiple,0.0,0,BR094,2020-01-20,2024-11-11,No waiting time ⚡,Neutral,0.6319148540496826
CID047462,Rahul Kumar,48,Male,Maharashtra,Ahmedabad,Single,3,Joint,714984.4,2,0,1,440070.92,36672.58,665,Multiple,22785.81,0,BR092,2025-01-27,2024-11-17,Excellent service! 😊,Positive,0.9848268032073975
